group,mean_acc_drop,std_acc_drop
seq,0.12714776632302405,0.004635284666734991
ctx,0.005383734249713612,0.0008761201913389633
scalars,0.001431844215349365,0.0005433466770048743
freq,-0.00011454753722794919,0.0006920415792436729
trans,-0.006815578465062977,0.002570309928100435
