mode,n_features,session_accuracy,mean_correct_proba,macro_auc_roc,mean_entropy,brier_score,binary_auc_roc,binary_mean_correct_proba
scalars,3,0.9166666666666666,0.5537348720774536,0.8987250911384816,1.313945113701761,0.4039876963429901,0.908589007048853,0.7458594406339925
freq,20,1.0,0.6444000936999781,0.9222490706252411,0.9934814560103454,0.337862563651327,0.9456501952465258,0.823328520800632
seq,429,1.0,0.6477428691700912,0.9211567619555161,0.958307442450499,0.344124215949621,0.9441727028138894,0.827769254471059
trans,117,1.0,0.6492527847086876,0.924642280474316,0.9652741711151548,0.3398998345375025,0.9463262634507178,0.8306622245815828
ctx,8,1.0,0.6827782483974172,0.9291239040432548,0.8760807441625735,0.3073321843087475,0.9470609844735967,0.8392151947348961
fusion,577,1.0,0.6566177329242745,0.9263224547669566,0.9403434160461127,0.33497406954836495,0.9453470735365054,0.8292458314958603
